,hash_id,Vlak,Vecerka,Obchod,Bus,Skola,Skolka,Lekar,Hospoda,Restaurace,Metro,Tram,date_update,building_type,building_condition,building_location,area_net,price_note,energy_efficient_rating,building_floor_type,building_floor,garage,swimming_pool,area_landplot,cellar,house_location,price,lat,lon,locality,region,lat_cen,lon_cen,city_dist
4131,1955439948,3921.0,2440.0,0.0,702.0,1014.0,1014.0,0.0,1166.0,864.0,0.0,0.0,18.01.2024,Cihlová,Ve výstavbě,Klidná část obce,105.0,"Cena, včetně provize a právního servisu ",B,Patrový,1,,,360.0,,Řadový,6430000,49.745354,14.05775,"Pičín, okres Příbram",11,50.0875,14.4213889,46.10079367697706
4132,369075532,0.0,2210.0,0.0,756.0,2099.0,0.0,0.0,3815.0,2212.0,0.0,0.0,29.01.2024,Smíšená,Dobrý,Polosamota,120.0,,G,Přízemní,1,,,6318.0,,Samostatný,4160000,49.533924,14.341411,"Petrovice - Mašov, okres Příbram",11,50.0875,14.4213889,61.82177604372395
4134,3116459084,1496.0,34.0,0.0,13.0,15.0,276.0,0.0,3366.0,33.0,0.0,0.0,15.01.2024,Dřevěná,Novostavba,Klidná část obce,139.0,,C,Patrový,,,,400.0,,Samostatný,10900000,49.897598,14.846103,"Stříbrná Skalice, okres Praha-východ",11,50.0875,14.4213889,36.98210817833187
4135,1884951628,598.0,234.0,338.0,117.0,253.0,340.0,974.0,1284.0,392.0,0.0,0.0,08.11.2023,Cihlová,Dobrý,Klidná část obce,100.0,,D,Přízemní,1 včetně 1 podzemního,,,100.0,1,,4599000,49.683681,14.00609,"Havlíčkova, Příbram - Příbram IV",11,50.0875,14.4213889,53.865776577845836
4139,330868044,434.0,452.0,1049.0,294.0,394.0,465.0,0.0,854.0,761.0,0.0,0.0,Dnes,Smíšená,Dobrý,Klidná část obce,120.0,,G,Patrový,3 včetně 1 podzemního,1,,854.0,,Samostatný,595000,49.965134,15.297109,"Slévárenská, Kutná Hora - Malín",11,50.0875,14.4213889,64.01979852602334
4142,250918220,821.0,249.0,2495.0,309.0,436.0,40.0,0.0,503.0,179.0,0.0,0.0,29.01.2024,Cihlová,Po rekonstrukci,Centrum obce,116.0,,G,Přízemní,1,,,425.0,1,Řadový,12900000,50.149399,15.130836,"Poděbrady - Poděbrady III, okres Nymburk",11,50.0875,14.4213889,51.04842676263124
4143,2971440460,4329.0,1571.0,0.0,155.0,1702.0,1596.0,3576.0,2073.0,158.0,0.0,0.0,31.01.2024,Smíšená,Dobrý,Klidná část obce,331.0,,G,Přízemní,2 včetně 1 podzemního,,,903.0,,Samostatný,10000000,49.806313,13.880052,"Hvozdec, okres Beroun",11,50.0875,14.4213889,49.77897601413915
4144,3378287948,1834.0,1653.0,0.0,311.0,3145.0,2574.0,0.0,1574.0,439.0,0.0,0.0,25.01.2024,Cihlová,Ve výstavbě,Klidná část obce,120.0,,B,Přízemní,1,,,955.0,,Rohový,14973000,49.915436,14.357717,"Trnová, okres Praha-západ",11,50.0875,14.4213889,19.666410163664082
4145,2740753740,900.0,475.0,0.0,306.0,1030.0,832.0,1759.0,914.0,778.0,0.0,0.0,26.01.2024,Cihlová,Dobrý,Klidná část obce,217.0,,G,Patrový,,,,384.0,,Řadový,3350000,50.265583,14.505783,"Železniční, Libiš",11,50.0875,14.4213889,20.693830242891508
4147,2587513932,786.0,652.0,245.0,202.0,847.0,784.0,0.0,1485.0,409.0,4668.0,4467.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,250.0,Včetně právního servisu a provize.,,Patrový,3,,,870.0,,Samostatný,18900000,50.080036,14.239718,"Na Výhledu, Hostivice",11,50.0875,14.4213889,12.988778797054973
4148,2667418956,912.0,68.0,300.0,124.0,143.0,318.0,0.0,250.0,20.0,0.0,0.0,21.01.2024,Cihlová,Velmi dobrý,Centrum obce,314.0,Včetně provize RK a právních služeb,,Patrový,2 včetně 1 podzemního,,,280.0,28,,16900000,50.230034,14.088353,"Vinařického, Slaný",11,50.0875,14.4213889,28.53179526820726
4149,1151796300,2741.0,1787.0,0.0,93.0,2035.0,2035.0,0.0,2146.0,2523.0,0.0,0.0,22.09.2023,Cihlová,Ve výstavbě,,104.0,"Cena je uvedena včetně provize a právního servisu., včetně DPH, včetně provize, včetně právního servisu, cena k jednání",B,Přízemní,,,,702.0,,Samostatný,9000000,49.88821,14.023544,"Málkov, okres Beroun",11,50.0875,14.4213889,36.056446559596935
4153,1718457676,550.0,55.0,679.0,88.0,61.0,265.0,0.0,151.0,41.0,0.0,0.0,31.01.2024,Cihlová,Dobrý,Centrum obce,220.0,,G,Patrový,4 včetně 1 podzemního,,,107.0,1,Řadový,5990000,50.027294,15.199929,"Karoliny Světlé, Kolín - Kolín I",11,50.0875,14.4213889,55.9809460274838
4154,4186871116,1078.0,750.0,999.0,147.0,844.0,870.0,1066.0,1841.0,589.0,0.0,0.0,11.12.2023,Cihlová,Projekt,Klidná část obce,127.0,,B,Přízemní,1,,,918.0,,Samostatný,10900000,49.678131,14.014799,"Habrová, Příbram",11,50.0875,14.4213889,54.04333083808627
4155,59675980,1078.0,750.0,999.0,147.0,844.0,870.0,1066.0,1841.0,589.0,0.0,0.0,11.12.2023,Cihlová,Projekt,Klidná část obce,127.0,,B,Patrový,2,,,643.0,,,8990000,49.678131,14.014799,"Habrová, Příbram",11,50.0875,14.4213889,54.04333083808627
4156,331257164,1078.0,750.0,999.0,147.0,844.0,870.0,1066.0,1841.0,589.0,0.0,0.0,11.12.2023,Cihlová,Projekt,Klidná část obce,102.0,,B,Přízemní,1,,,809.0,,Samostatný,9900000,49.678131,14.014799,"Habrová, Příbram",11,50.0875,14.4213889,54.04333083808627
4157,2447283532,3272.0,909.0,0.0,289.0,323.0,1150.0,0.0,386.0,922.0,0.0,0.0,Včera,Cihlová,Velmi dobrý,,378.0,,,Patrový,,,,714.0,,,4400000,50.329155,14.853273,"Horky nad Jizerou, okres Mladá Boleslav",11,50.0875,14.4213889,40.8247492194562
4159,300078156,0.0,260.0,0.0,285.0,5538.0,5367.0,0.0,2405.0,235.0,0.0,0.0,25.01.2024,Smíšená,Dobrý,,230.0,Cena včetně provize RK a právního servisu,G,Patrový,,,,3081.0,,Samostatný,6800000,49.964756,13.764426,"Skryje, okres Rakovník",11,50.0875,14.4213889,48.874894785680276
4160,2180945228,1969.0,545.0,673.0,339.0,874.0,545.0,0.0,612.0,339.0,0.0,0.0,29.01.2024,Cihlová,Velmi dobrý,,415.0,při rychlém jednání možnost slevy,C,Patrový,2,,,1036.0,,Samostatný,21950000,49.868504,14.255548,"Káji Maříka, Mníšek pod Brdy",11,50.0875,14.4213889,27.08532024937753
4164,1755944268,0.0,354.0,0.0,149.0,470.0,470.0,0.0,2070.0,330.0,0.0,0.0,24.01.2024,Kamenná,Dobrý,,149.0,,,Přízemní,,,,358.0,1,Samostatný,4990000,50.067661,14.014085,"Bratronice, okres Kladno",11,50.0875,14.4213889,29.14848821654304
4166,2393359436,2328.0,777.0,0.0,651.0,632.0,339.0,0.0,1079.0,721.0,0.0,0.0,04.01.2024,Cihlová,Novostavba,Klidná část obce,224.0,,B,Patrový,2,,,813.0,,Samostatný,24950000,49.994247,14.215524,"U Rybníčka, Vysoký Újezd",11,50.0875,14.4213889,17.990522379175875
4167,694899788,1529.0,833.0,0.0,906.0,1768.0,1733.0,0.0,925.0,1457.0,0.0,0.0,15.01.2024,Cihlová,Dobrý,Klidná část obce,120.0,"včetně poplatků, včetně právního servisu",G,Patrový,,1,1.0,287.0,,Samostatný,4990000,49.859093,14.479904,"Kamenný Přívoz - Hostěradice, okres Praha-západ",11,50.0875,14.4213889,25.74013424649835
4168,3322910028,724.0,1430.0,3434.0,629.0,1717.0,776.0,2711.0,1511.0,979.0,0.0,0.0,22.01.2024,Smíšená,Novostavba,Klidná část obce,160.0,Včetně služeb a provize RK,G,Přízemní,1,1,1.0,725.0,,Samostatný,14900000,49.926945,14.009003,"Větrná, Králův Dvůr - Levín",11,50.0875,14.4213889,34.456426873140146
4170,2258744652,772.0,842.0,3907.0,96.0,1033.0,1064.0,0.0,214.0,1085.0,0.0,0.0,26.01.2024,Cihlová,Novostavba,Centrum obce,102.0,,,Patrový,1. podlaží z celkem 2,,,51.0,1,,7899000,50.228703,14.357492,"Zlončice, okres Mělník",11,50.0875,14.4213889,16.347588083510434
4171,3004769356,1454.0,585.0,0.0,261.0,693.0,906.0,821.0,262.0,569.0,0.0,0.0,20.12.2023,Cihlová,Dobrý,Okraj obce,283.0,Cena včetně provize a právního servisu,E,Patrový,2,1,,518.0,1,Samostatný,5500000,49.596722,13.863803,"Tyršova, Rožmitál pod Třemšínem",11,50.0875,14.4213889,67.65182830734764
4172,1538062684,1982.0,322.0,0.0,242.0,159.0,2124.0,0.0,1895.0,1933.0,0.0,0.0,15.11.2023,Cihlová,Novostavba,Klidná část obce,123.0,,B,Patrový,,,,273.0,,Řadový,7200000,50.224159,14.220736,"Slatina, okres Kladno",11,50.0875,14.4213889,20.862895530798376
4175,3209205068,887.0,479.0,0.0,410.0,347.0,140.0,0.0,656.0,480.0,0.0,0.0,23.01.2024,Smíšená,Velmi dobrý,,200.0,,G,Patrový,2,1,,1200.0,1,Samostatný,6490000,50.099102,13.477124,"Rabasova, Jesenice",11,50.0875,14.4213889,67.37190718348468
4176,1066841420,828.0,544.0,2581.0,362.0,820.0,245.0,1869.0,611.0,351.0,0.0,0.0,27.01.2024,Cihlová,Dobrý,Klidná část obce,130.0,,G,Přízemní,1,,,1407.0,,Samostatný,12740000,49.935078,14.015586,"Na Výsluní, Králův Dvůr - Popovice",11,50.0875,14.4213889,33.58754802343106
4178,2292815180,3089.0,293.0,0.0,402.0,1716.0,429.0,0.0,1571.0,1093.0,0.0,0.0,22.01.2024,Cihlová,Velmi dobrý,Klidná část obce,80.0,,,Patrový,2,1,,1450.0,1,Samostatný,6999000,49.919468,14.425021,"Zvole - Černíky, okres Praha-západ",11,50.0875,14.4213889,18.686109048038748
4179,3869873484,1018.0,155.0,0.0,67.0,105.0,166.0,0.0,5255.0,168.0,0.0,0.0,19.09.2023,Smíšená,Velmi dobrý,Centrum obce,150.0,,G,Přízemní,1,1,,1448.0,1,V bloku,8200000,50.001942,14.974774,"Československé armády, Kouřim",11,50.0875,14.4213889,40.64521568812521
4180,3660477516,1106.0,750.0,0.0,240.0,1458.0,1195.0,0.0,2564.0,807.0,0.0,0.0,29.01.2024,Cihlová,Ve výstavbě,,189.0,,,Patrový,3 včetně 1 podzemního,,,1272.0,60,Samostatný,6390000,49.892166,14.864397,"osada Na Hradcích, Stříbrná Skalice",11,50.0875,14.4213889,38.402893782785625
4181,215586124,3418.0,209.0,4606.0,23.0,227.0,227.0,0.0,172.0,168.0,0.0,0.0,10.12.2023,Dřevěná,Novostavba,Klidná část obce,104.0,,A,Patrový,2,,,1952.0,,Řadový,6900000,50.160267,14.825022,"Přerov nad Labem, okres Nymburk",11,50.0875,14.4213889,29.89107772388074
4182,1598080332,685.0,124.0,2918.0,162.0,1464.0,1464.0,2537.0,380.0,1103.0,0.0,0.0,Včera,Cihlová,Novostavba,,179.0,,B,Patrový,,,,449.0,,Řadový,11497477,50.401299,14.886973,"Bezděčínská, Mladá Boleslav - Čejetičky",11,50.0875,14.4213889,48.100255491284
4183,2670237004,2984.0,299.0,0.0,283.0,1613.0,51.0,0.0,849.0,1480.0,0.0,0.0,11.01.2024,Smíšená,Novostavba,,203.0,,A,Patrový,,,,951.0,,,19700000,50.052765,14.165967,"Ptice, okres Praha-západ",11,50.0875,14.4213889,18.634227078978572
4184,2324337996,5071.0,229.0,2467.0,197.0,1666.0,783.0,0.0,1504.0,1458.0,0.0,0.0,08.01.2024,Cihlová,V rekonstrukci,Klidná část obce,300.0,"včetně právní služby, advokátní úschovy a provize RK",B,Patrový,2,,,855.0,,Samostatný,17617100,49.981087,14.576581,"Skalická, Dobřejovice",11,50.0875,14.4213889,16.21338122965098
4185,2945094988,845.0,183.0,0.0,159.0,256.0,288.0,351.0,1593.0,1574.0,0.0,0.0,22.01.2024,Cihlová,Ve výstavbě,Centrum obce,90.0,včetně provize,G,Patrový,,,,1022.0,,Samostatný,3500000,50.293888,13.986916,"Mlýnská, Klobuky",11,50.0875,14.4213889,38.51437346262569
4186,4069168460,845.0,183.0,0.0,159.0,256.0,288.0,351.0,1593.0,1574.0,0.0,0.0,18.01.2024,Kamenná,Po rekonstrukci,Centrum obce,345.0,včetně provize,G,Patrový,,,,794.0,,Samostatný,6900000,50.293888,13.986916,"Mlýnská, Klobuky",11,50.0875,14.4213889,38.51437346262569
4188,3224519756,4904.0,73.0,5437.0,88.0,375.0,153.0,0.0,2476.0,174.0,0.0,0.0,29.01.2024,Cihlová,Dobrý,Centrum obce,180.0,+ provize,G,Patrový,4 včetně 1 podzemního,,,100.0,,Řadový,5300000,50.188953,14.041576,"nám. T. G. Masaryka, Smečno",11,50.0875,14.4213889,29.325493588374133
4189,348820812,1138.0,205.0,551.0,49.0,158.0,544.0,303.0,173.0,82.0,0.0,0.0,29.01.2024,Cihlová,Novostavba,Klidná část obce,169.0,"včetně DPH, včetně provize",G,Přízemní,,,1.0,1001.0,,Samostatný,19970000,50.147335,14.102851,"Kladno, okres Kladno",11,50.0875,14.4213889,23.66621730567771
4192,1750639948,1872.0,597.0,4557.0,427.0,728.0,498.0,3705.0,927.0,462.0,0.0,5132.0,22.11.2023,Panelová,Velmi dobrý,Klidná část obce,97.0,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,B,Patrový,2,,1.0,885.0,,Samostatný,9500000,50.172092,14.414893,"Pod Černou skálou, Klecany",11,50.0875,14.4213889,9.417591285718302
4193,4143109452,1066.0,316.0,0.0,209.0,450.0,457.0,511.0,261.0,335.0,0.0,0.0,19.01.2024,Smíšená,Velmi dobrý,Klidná část obce,87.0,,G,Přízemní,1,,,635.0,,Samostatný,4210000,49.599892,13.86767,"Tyršova, Rožmitál pod Třemšínem",11,50.0875,14.4213889,67.20284325502445
4194,4252669260,1968.0,1727.0,0.0,246.0,1499.0,1245.0,0.0,1715.0,1286.0,0.0,0.0,29.01.2024,Cihlová,Novostavba,Klidná část obce,159.0,Cena včetně provize RK a právního servisu,B,Přízemní,1,,,904.0,,Samostatný,14900000,49.888008,14.704118,"Pětihosty, okres Praha-východ",11,50.0875,14.4213889,30.010518432540334
4196,4171994444,956.0,563.0,0.0,480.0,1072.0,1046.0,1895.0,1140.0,903.0,0.0,0.0,24.01.2024,Cihlová,Ve výstavbě,Klidná část obce,104.0,,B,Patrový,,,,429.0,,Rohový,8150000,50.265266,14.502178,"Za Rybníčkem, Libiš",11,50.0875,14.4213889,20.586896550134487
4197,3551237452,1004.0,398.0,1328.0,82.0,122.0,254.0,0.0,383.0,223.0,0.0,0.0,10.01.2024,Cihlová,Špatný,Centrum obce,140.0,včetně právního servisu,G,Přízemní,2 včetně 1 podzemního,,,200.0,55,Samostatný,1890000,49.709072,14.893562,"Palackého nám., Vlašim",11,50.0875,14.4213889,53.98534766570655
4198,1366303820,3809.0,794.0,3482.0,385.0,2133.0,1031.0,0.0,3001.0,570.0,0.0,0.0,15.09.2023,Smíšená,Před rekonstrukcí,,97.0,,,Patrový,2,,,350.0,,Samostatný,3980000,49.892723,14.28633,"V Luhu, Řitka",11,50.0875,14.4213889,23.712912675999505
4199,1256953164,1687.0,267.0,3829.0,244.0,2789.0,281.0,3991.0,2101.0,573.0,0.0,0.0,29.11.2023,Cihlová,Velmi dobrý,Centrum obce,138.0,,D,Patrový,2,,,752.0,,Samostatný,8690000,50.217541,14.530971,"Polní, Nová Ves",11,50.0875,14.4213889,16.433052185541996
4201,3900413260,639.0,118.0,196.0,210.0,198.0,226.0,280.0,178.0,71.0,0.0,0.0,05.01.2024,Cihlová,Velmi dobrý,,189.0,,G,Patrový,,,,287.0,,Řadový,18490000,49.962269,14.072612,"Holandská, Beroun - Beroun-Centrum",11,50.0875,14.4213889,28.543003321908746
4202,448644428,525.0,627.0,0.0,241.0,450.0,514.0,0.0,2101.0,441.0,0.0,0.0,21.01.2024,Cihlová,Velmi dobrý,Klidná část obce,145.0,,G,Patrový,3 včetně 1 podzemního,1,,137.0,,Řadový,7990000,50.256935,14.383657,"Hlavní, Úžice",11,50.0875,14.4213889,19.030985524333225
4203,1701549388,1356.0,1806.0,0.0,245.0,3424.0,2230.0,0.0,2377.0,2102.0,0.0,0.0,19.01.2024,Smíšená,Velmi dobrý,Klidná část obce,73.0,,E,Přízemní,1,,,568.0,,Samostatný,5190000,50.142166,15.243937,"Opolany - Oškobrh, okres Nymburk",11,50.0875,14.4213889,58.96469755523559
4204,999597388,4086.0,1180.0,0.0,236.0,3195.0,2619.0,3554.0,3018.0,1920.0,0.0,0.0,25.01.2024,Cihlová,Před rekonstrukcí,Okraj obce,66.0,výrazná sleva. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,G,Přízemní,1,,,202.0,,Samostatný,2140000,50.274456,13.952827,"Hořešovičky, okres Kladno",11,50.0875,14.4213889,39.31053422485816
4205,1167369548,562.0,230.0,0.0,134.0,204.0,175.0,0.0,161.0,4133.0,0.0,0.0,03.12.2023,Cihlová,Před rekonstrukcí,Klidná část obce,70.0,,G,Patrový,2,,,468.0,,Samostatný,5100000,50.109596,14.914934,"Zelená, Poříčany",11,50.0875,14.4213889,35.28920751786403
4206,2712970572,987.0,237.0,2977.0,177.0,475.0,358.0,2279.0,1031.0,178.0,0.0,0.0,01.01.2024,Cihlová,Dobrý,Klidná část obce,224.0,Cena včetně provize RK a kompletního právního servisu,G,Patrový,2,,,449.0,,Samostatný,14900000,50.168991,14.1074,"28. října, Kladno - Švermov",11,50.0875,14.4213889,24.14698789854862
4207,485714268,2764.0,1712.0,0.0,279.0,1729.0,2329.0,0.0,3113.0,1851.0,0.0,0.0,14.09.2023,Smíšená,Po rekonstrukci,,62.0,Včetně realitních i právních služeb,G,Patrový,,,,147.0,,Samostatný,4200000,50.285698,14.117058,"Zlonice - Břešťany, okres Kladno",11,50.0875,14.4213889,30.905899525780185
4208,2094015564,341.0,394.0,0.0,476.0,26.0,194.0,4844.0,3210.0,332.0,0.0,0.0,14.12.2023,Dřevěná,Novostavba,Okraj obce,78.0,,A,Přízemní,1,,,800.0,,Samostatný,6450000,49.595486,13.992399,"Tochovice, okres Příbram",11,50.0875,14.4213889,62.76502705232797
4210,314942796,2700.0,678.0,3578.0,325.0,2048.0,667.0,2770.0,2098.0,2104.0,0.0,0.0,16.01.2024,Cihlová,Dobrý,Okraj obce,985.0,,G,Patrový,2,1,,1120.0,1,Samostatný,3700000,49.908707,15.354445,"Močovice, okres Kutná Hora",11,50.0875,14.4213889,69.59216498319573
4212,1083286860,675.0,2181.0,5396.0,359.0,2258.0,2122.0,4280.0,2247.0,1583.0,0.0,0.0,31.10.2023,Cihlová,Velmi dobrý,,140.0,,G,Patrový,2,,,2734.0,1,Samostatný,3590000,49.927792,15.337744,"Třebešice, okres Kutná Hora",11,50.0875,14.4213889,67.85053377691123
4213,2288411724,1177.0,843.0,0.0,566.0,1442.0,811.0,0.0,677.0,994.0,0.0,0.0,03.11.2023,Cihlová,Velmi dobrý,,62.0,,G,Patrový,3,1,,822.0,1,Samostatný,4490000,49.939529,14.694744,"V Zákrutu, Mnichovice",11,50.0875,14.4213889,25.538955720870952
4214,2537530444,1433.0,184.0,593.0,159.0,456.0,128.0,950.0,864.0,578.0,0.0,0.0,24.01.2024,Cihlová,Dobrý,,139.0,,G,Patrový,2,,,824.0,,Samostatný,13550000,49.98875,14.649193,"Voděradská, Říčany",11,50.0875,14.4213889,19.628080690160775
4215,1380788044,1609.0,1660.0,0.0,88.0,1533.0,1533.0,0.0,3090.0,1409.0,0.0,0.0,16.11.2023,Cihlová,Ve výstavbě,Klidná část obce,150.0,,B,Patrový,2,,,700.0,,V bloku,6250000,49.956707,15.07981,"Bečváry, okres Kolín",11,50.0875,14.4213889,49.2356130738549
4216,1404478796,1398.0,127.0,0.0,123.0,2502.0,1905.0,0.0,2463.0,164.0,0.0,0.0,25.01.2024,Cihlová,Dobrý,Klidná část obce,250.0,,E,Patrový,2,1,,385.0,,Samostatný,7000000,50.067162,13.64003,"Petrovice, okres Rakovník",11,50.0875,14.4213889,55.8031164977477
4217,2491635532,1890.0,740.0,1043.0,315.0,698.0,799.0,1119.0,615.0,557.0,0.0,0.0,15.01.2024,Cihlová,Dobrý,Klidná část obce,201.0,"Cena včetně provize a právního servisu., cena k jednání",G,Přízemní,,,1.0,665.0,,Samostatný,9980000,49.966396,14.054305,"Pod Strání, Beroun - Beroun-Město",11,50.0875,14.4213889,29.478034324916393
4218,3114706252,1762.0,221.0,0.0,247.0,1483.0,201.0,4025.0,324.0,2360.0,0.0,0.0,Včera,Smíšená,Dobrý,,97.0,,G,Přízemní,1,1,1.0,819.0,1,Samostatný,6990000,50.228184,14.478868,"Na Jaroši, Předboj",11,50.0875,14.4213889,16.170393958826025
4219,2680595788,1152.0,734.0,4096.0,246.0,667.0,1089.0,0.0,619.0,3025.0,0.0,0.0,28.12.2023,Smíšená,Velmi dobrý,Klidná část obce,76.0,"včetně odměny, právních služeb a vyřízení hypotečního úvěru",G,Přízemní,2,,,423.0,,Samostatný,3200000,50.198376,14.234157,"Koleč, okres Kladno",11,50.0875,14.4213889,18.166533375073364
4220,2881860940,800.0,1161.0,3196.0,352.0,1436.0,440.0,2480.0,1227.0,797.0,0.0,0.0,12.09.2023,Cihlová,Velmi dobrý,,107.0,,B,Přízemní,,1,,735.0,,Samostatný,13990000,49.929661,14.009649,"Na Vyhlídce, Králův Dvůr - Levín",11,50.0875,14.4213889,34.26055264912803
4221,1508861004,1113.0,779.0,900.0,50.0,217.0,322.0,0.0,434.0,659.0,0.0,0.0,04.12.2023,Panelová,Před rekonstrukcí,Rušná část obce,85.0,,B,Přízemní,1,,1.0,594.0,,V bloku,4750000,50.20126,14.830131,"Sojovická, Lysá nad Labem",11,50.0875,14.4213889,31.75505369728653
4222,1079420236,375.0,333.0,0.0,29.0,761.0,762.0,0.0,2484.0,558.0,0.0,0.0,Včera,Cihlová,Dobrý,Klidná část obce,70.0,Obchodní podmínky na vyžádání vážnému zájemci,F,Přízemní,1,,,312.0,,Rohový,3900000,50.074974,15.076728,"Nádražní, Cerhenice",11,50.0875,14.4213889,46.78157351607258
4223,709272908,436.0,351.0,2628.0,254.0,2139.0,184.0,0.0,70.0,1609.0,0.0,0.0,27.11.2023,Cihlová,K demolici,,52.0,včetně provize,G,Přízemní,,1,,739.0,,Samostatný,1998000,49.98494,15.295037,"Hlízov, okres Kutná Hora",11,50.0875,14.4213889,63.42990477558145
4224,3112551756,0.0,399.0,0.0,422.0,0.0,5253.0,0.0,4129.0,203.0,0.0,0.0,31.01.2024,Cihlová,Novostavba,Klidná část obce,113.0,"včetně provize, včetně právního servisu",C,Patrový,2,,1.0,253.0,,Samostatný,17498000,49.753223,14.411449,"Křečovice - Živohošť, okres Benešov",11,50.0875,14.4213889,37.17671791986705
4226,2243405132,1475.0,1548.0,0.0,256.0,1941.0,1956.0,0.0,2053.0,1643.0,0.0,0.0,15.01.2024,Cihlová,Velmi dobrý,,114.0,,B,Přízemní,,,,638.0,,Samostatný,12950000,50.073009,14.824634,"Rostoklaty - Nová Ves II, okres Kolín",11,50.0875,14.4213889,28.818737142674742
4228,3622282572,715.0,88.0,2756.0,137.0,133.0,246.0,0.0,615.0,200.0,0.0,0.0,11.12.2023,Cihlová,Před rekonstrukcí,,47.0,,G,Patrový,,,,303.0,10,Samostatný,3150000,50.234035,14.293077,"Na Záruce, Kralupy nad Vltavou - Mikovice",11,50.0875,14.4213889,18.682573688315404
4229,2652349772,630.0,958.0,1383.0,54.0,383.0,1101.0,0.0,938.0,279.0,0.0,0.0,30.01.2024,Cihlová,Dobrý,Okraj obce,124.0,(včetně provize a služeb RK),G,Patrový,3,1,,696.0,1,Samostatný,4500000,49.94873,15.285896,"Hrnčířská, Kutná Hora - Karlov",11,50.0875,14.4213889,63.66494773557508
4230,2551821644,1271.0,546.0,0.0,281.0,781.0,812.0,0.0,296.0,3443.0,0.0,0.0,Dnes,Smíšená,Dobrý,Okraj obce,202.0,Klient si Vybere kupující sám. ,G,Patrový,3 včetně 1 podzemního,1,,1067.0,1,Samostatný,5150000,50.209911,13.681181,"Kounov, okres Rakovník",11,50.0875,14.4213889,54.47015376206623
4231,2575152460,923.0,1455.0,1972.0,400.0,621.0,649.0,0.0,2183.0,663.0,0.0,0.0,31.01.2024,Cihlová,Velmi dobrý,Klidná část obce,127.0,,B,Přízemní,1,,,259.0,,Rohový,9950000,50.258629,14.291561,"Zimní, Nelahozeves - Lešany",11,50.0875,14.4213889,21.15604127083059
4232,3475481932,4402.0,31.0,0.0,10.0,3345.0,3297.0,0.0,3375.0,3538.0,0.0,0.0,26.01.2024,Smíšená,Dobrý,Klidná část obce,215.0,,,Patrový,3 včetně 1 podzemního,2,,580.0,1,Samostatný,5150000,50.000652,14.926696,"Vitice - Dobré Pole, okres Kolín",11,50.0875,14.4213889,37.35339261958653
4235,2465244492,2944.0,349.0,0.0,314.0,467.0,534.0,4517.0,1942.0,709.0,0.0,0.0,31.01.2024,Cihlová,Novostavba,Okraj obce,212.0,"cena je konečná, včetně provize realitní kanceláři",B,Patrový,2,1,,400.0,,Rohový,14990000,50.180676,14.423534,"Spojařská, Klecany",11,50.0875,14.4213889,10.361826535560743
4238,420194124,195.0,2102.0,4669.0,108.0,2802.0,2690.0,0.0,2737.0,2134.0,0.0,0.0,29.01.2024,Smíšená,Dobrý,Klidná část obce,80.0,,E,Patrový,2,,,107.0,1,Samostatný,4999900,50.095497,14.168386,"Hájecká, Pavlov",11,50.0875,14.4213889,18.070756107072757
4239,2508301644,3099.0,112.0,0.0,176.0,331.0,272.0,0.0,605.0,160.0,0.0,0.0,06.01.2024,Cihlová,Dobrý,Klidná část obce,238.0,,G,Patrový,2,,,803.0,,Samostatný,7295000,50.367222,14.795531,"Bezno, okres Mladá Boleslav",11,50.0875,14.4213889,40.9363996819425
4240,3736184140,2909.0,350.0,0.0,331.0,1716.0,220.0,0.0,964.0,1583.0,0.0,0.0,29.11.2023,Cihlová,Novostavba,Klidná část obce,93.0,dokončení ve stavu Shell & Core,B,Přízemní,1,,,452.0,,Samostatný,9850000,50.052765,14.165967,"Ptice, okres Praha-západ",11,50.0875,14.4213889,18.634227078978572
4242,1091675468,2381.0,73.0,0.0,11.0,755.0,660.0,0.0,813.0,245.0,0.0,0.0,Dnes,Smíšená,Po rekonstrukci,Centrum obce,160.0,,G,Patrový,,20,,562.0,1,Samostatný,8790000,49.855755,14.403011,"Benešovská, Hradištko - Brunšov",11,50.0875,14.4213889,25.80236469724198
4245,2688656716,839.0,304.0,0.0,214.0,1288.0,482.0,0.0,1615.0,878.0,0.0,0.0,Včera,Cihlová,Dobrý,,278.0,,G,Přízemní,,,,1195.0,,Samostatný,391000,50.269363,14.959613,"Nádražní, Vlkava",11,50.0875,14.4213889,43.33409110844728
4247,96168284,646.0,228.0,0.0,256.0,320.0,480.0,0.0,285.0,228.0,0.0,0.0,01.12.2023,Smíšená,Dobrý,Centrum obce,133.0,Cena včetně provize a právního servisu,G,Přízemní,1,1,,1168.0,26,Řadový,6200000,50.051273,15.025889,"Pražská, Plaňany",11,50.0875,14.4213889,43.331612398079194
4248,476161356,0.0,193.0,0.0,182.0,34.0,140.0,0.0,74.0,193.0,0.0,0.0,18.12.2023,Cihlová,Dobrý,,100.0,,G,Patrový,,,,216.0,,Samostatný,276000,49.60767,14.478081,"Jesenice, okres Příbram",11,50.0875,14.4213889,53.50927671549213
